layer,mean_proj
0,0.20484907522797585
1,-0.09598140075802802
2,-1.0337728011608123
3,-0.49078272223472597
4,0.2844967174530029
5,0.2374432021379471
6,1.117653968334198
7,1.4370351457595825
8,1.1863366866111755
9,2.211527953147888
10,0.5417465746402741
11,0.40852500319480894
12,0.13315174996852874
