layer,mean_proj
0,0.5752253552468923
1,0.7813265925416579
2,0.503355296758505
3,0.8605365787561123
4,0.554980619595601
5,0.2815280625453362
6,0.7439214449662429
7,0.8856620146678045
8,0.8291376829147339
9,0.7867174744606018
10,0.41290119748849136
11,0.31695785086888534
12,3.112647221638606
