language,model,term,layer,proj,cosdiff
es,microsoft/mdeberta-v3-base,minero,8,0.44970703125,0.03271484375
es,microsoft/mdeberta-v3-base,minero,9,0.3935546875,0.0166015625
es,microsoft/mdeberta-v3-base,minero,10,0.041717529296875,0.0166015625
es,microsoft/mdeberta-v3-base,minero,11,-0.027923583984375,0.0009765625
es,microsoft/mdeberta-v3-base,minero,12,6.62890625,0.00537109375
es,microsoft/mdeberta-v3-base,arquitecto,0,0.78076171875,0.127685546875
es,microsoft/mdeberta-v3-base,arquitecto,1,0.81884765625,0.082275390625
es,microsoft/mdeberta-v3-base,arquitecto,2,0.293212890625,0.052734375
es,microsoft/mdeberta-v3-base,arquitecto,3,0.34912109375,0.04833984375
es,microsoft/mdeberta-v3-base,arquitecto,4,0.66845703125,0.06298828125
es,microsoft/mdeberta-v3-base,arquitecto,5,0.916015625,0.06201171875
es,microsoft/mdeberta-v3-base,arquitecto,6,0.5751953125,0.0458984375
es,microsoft/mdeberta-v3-base,arquitecto,7,0.484130859375,0.03173828125
es,microsoft/mdeberta-v3-base,arquitecto,8,0.43310546875,0.0302734375
es,microsoft/mdeberta-v3-base,arquitecto,9,0.61962890625,0.02392578125
es,microsoft/mdeberta-v3-base,arquitecto,10,0.34521484375,0.02880859375
es,microsoft/mdeberta-v3-base,arquitecto,11,0.7568359375,0.0107421875
es,microsoft/mdeberta-v3-base,arquitecto,12,7.46875,0.00732421875
es,microsoft/mdeberta-v3-base,ingeniero,0,-0.2354736328125,-0.01495361328125
es,microsoft/mdeberta-v3-base,ingeniero,1,0.00827789306640625,0.0107421875
es,microsoft/mdeberta-v3-base,ingeniero,2,-0.3056640625,0.02197265625
es,microsoft/mdeberta-v3-base,ingeniero,3,-0.64990234375,0.00634765625
es,microsoft/mdeberta-v3-base,ingeniero,4,-0.0083465576171875,0.03076171875
es,microsoft/mdeberta-v3-base,ingeniero,5,0.52587890625,0.0419921875
es,microsoft/mdeberta-v3-base,ingeniero,6,0.66455078125,0.05029296875
es,microsoft/mdeberta-v3-base,ingeniero,7,0.418212890625,0.0283203125
es,microsoft/mdeberta-v3-base,ingeniero,8,0.255126953125,0.0224609375
es,microsoft/mdeberta-v3-base,ingeniero,9,0.411865234375,0.01708984375
es,microsoft/mdeberta-v3-base,ingeniero,10,0.313720703125,0.02734375
es,microsoft/mdeberta-v3-base,ingeniero,11,1.6103515625,0.0205078125
es,microsoft/mdeberta-v3-base,ingeniero,12,8.71875,0.009765625
es,microsoft/mdeberta-v3-base,abogada,0,0.53955078125,0.071929931640625
es,microsoft/mdeberta-v3-base,abogada,1,0.56005859375,0.049072265625
es,microsoft/mdeberta-v3-base,abogada,2,-0.2406005859375,0.0234375
es,microsoft/mdeberta-v3-base,abogada,3,-0.31591796875,0.01708984375
es,microsoft/mdeberta-v3-base,abogada,4,-0.677734375,0.0009765625
es,microsoft/mdeberta-v3-base,abogada,5,-0.61083984375,-0.0048828125
es,microsoft/mdeberta-v3-base,abogada,6,-1.4599609375,-0.06884765625
es,microsoft/mdeberta-v3-base,abogada,7,-1.3779296875,-0.0654296875
es,microsoft/mdeberta-v3-base,abogada,8,-1.341796875,-0.05224609375
es,microsoft/mdeberta-v3-base,abogada,9,-0.751953125,-0.0234375
es,microsoft/mdeberta-v3-base,abogada,10,-0.951171875,-0.02392578125
es,microsoft/mdeberta-v3-base,abogada,11,-1.0810546875,-0.01123046875
es,microsoft/mdeberta-v3-base,abogada,12,8.734375,0.01611328125
es,microsoft/mdeberta-v3-base,enfermera,0,-0.88916015625,-0.086669921875
es,microsoft/mdeberta-v3-base,enfermera,1,-0.81591796875,-0.050048828125
es,microsoft/mdeberta-v3-base,enfermera,2,-1.712890625,-0.0390625
es,microsoft/mdeberta-v3-base,enfermera,3,-2.138671875,-0.0517578125
es,microsoft/mdeberta-v3-base,enfermera,4,-2.01953125,-0.05810546875
es,microsoft/mdeberta-v3-base,enfermera,5,-2.64453125,-0.0927734375
es,microsoft/mdeberta-v3-base,enfermera,6,-2.60546875,-0.13427734375
es,microsoft/mdeberta-v3-base,enfermera,7,-1.8515625,-0.0927734375
es,microsoft/mdeberta-v3-base,enfermera,8,-1.7548828125,-0.072265625
es,microsoft/mdeberta-v3-base,enfermera,9,-1.2236328125,-0.03955078125
es,microsoft/mdeberta-v3-base,enfermera,10,-1.296875,-0.03857421875
es,microsoft/mdeberta-v3-base,enfermera,11,-2.44921875,-0.029296875
es,microsoft/mdeberta-v3-base,enfermera,12,2.73046875,-0.0087890625
es,microsoft/mdeberta-v3-base,profesora,0,-1.583984375,-0.154296875
es,microsoft/mdeberta-v3-base,profesora,1,-0.80859375,-0.056396484375
es,microsoft/mdeberta-v3-base,profesora,2,-1.76953125,-0.04345703125
es,microsoft/mdeberta-v3-base,profesora,3,-1.71484375,-0.0322265625
es,microsoft/mdeberta-v3-base,profesora,4,-1.4638671875,-0.0302734375
es,microsoft/mdeberta-v3-base,profesora,5,-1.8564453125,-0.05712890625
es,microsoft/mdeberta-v3-base,profesora,6,-2.220703125,-0.11669921875
es,microsoft/mdeberta-v3-base,profesora,7,-1.8623046875,-0.09375
es,microsoft/mdeberta-v3-base,profesora,8,-2.326171875,-0.099609375
es,microsoft/mdeberta-v3-base,profesora,9,-1.4033203125,-0.04345703125
es,microsoft/mdeberta-v3-base,profesora,10,-1.447265625,-0.044921875
es,microsoft/mdeberta-v3-base,profesora,11,-1.8037109375,-0.021484375
es,microsoft/mdeberta-v3-base,profesora,12,3.578125,-0.00634765625
es,microsoft/mdeberta-v3-base,mecánica,0,-0.249755859375,-0.022216796875
es,microsoft/mdeberta-v3-base,mecánica,1,-0.346435546875,-0.0146484375
es,microsoft/mdeberta-v3-base,mecánica,2,-1.0185546875,-0.01416015625
